Price,Close,High,Low,Open,Volume
Ticker,1180.SR,1180.SR,1180.SR,1180.SR,1180.SR
Date,,,,,
2014-11-12,16.32341957092285,16.32341957092285,16.32341957092285,16.32341957092285,2819225
2014-11-13,17.889812469482422,17.889812469482422,17.889812469482422,17.889812469482422,1492863
2014-11-16,17.889812469482422,17.889812469482422,17.889812469482422,17.889812469482422,0
2014-11-17,21.517234802246094,21.517234802246094,21.517234802246094,21.517234802246094,40196729
2014-11-18,20.28061294555664,21.929443266333607,20.0332883974401,21.434794170100517,128661869
2014-11-19,20.11573028564453,20.445496355900996,19.703522697823946,20.280613320772765,44182007
2014-11-20,20.198171615600586,20.445496165995696,20.115730098802217,20.198171615600586,18405577
2014-11-23,20.198171615600586,20.198171615600586,20.198171615600586,20.198171615600586,0
2014-11-24,20.198171615600586,20.527937682794065,20.115730098802217,20.445496165995696,13279953
2014-11-25,20.692821502685547,20.775263022616564,19.950847823306383,20.19817238309944,19939533
2014-11-26,20.363056182861328,20.610380751883934,20.11573161383872,20.5279392288764,13873239
2014-11-27,20.28061294555664,20.36305446159549,20.0332883974401,20.115729913478948,8852187
2014-11-30,20.28061294555664,20.28061294555664,20.28061294555664,20.28061294555664,0
2014-12-01,19.62108612060547,19.703527658927342,19.291319967317982,19.291319967317982,12800759
2014-12-02,19.53864288330078,19.95085053906662,19.53864288330078,19.785967476760284,6969097
2014-12-03,19.78596305847168,19.78596305847168,19.538638520240784,19.621080032984416,4869611
2014-12-04,19.70352554321289,19.86840860215191,19.70352554321289,19.7859670726824,5617957
2014-12-07,19.70352554321289,19.70352554321289,19.70352554321289,19.70352554321289,0
2014-12-08,19.291316986083984,19.70352461399176,19.291316986083984,19.621083088410206,5267209
2014-12-09,19.04399299621582,19.04399299621582,18.466902299360793,18.961551468093674,7846853
2014-12-10,18.302017211914062,19.043990882667334,18.219575692941476,18.879107844722164,7795327
2014-12-11,18.549346923828125,18.796671549479164,17.47760687934028,17.560048421223957,13473503
2014-12-14,18.549346923828125,18.549346923828125,18.549346923828125,18.549346923828125,0
2014-12-15,18.219573974609375,18.71422304179334,17.972249441017393,18.38445699700403,10149809
2014-12-16,16.982952117919922,17.807367269275257,16.653186057377788,17.807367269275257,14558677
2014-12-17,18.0546932220459,18.137134743607753,17.065394963303657,17.065394963303657,12027625
2014-12-18,19.70352554321289,19.7859670726824,18.71422718957877,18.71422718957877,23001279
2014-12-21,19.70352554321289,19.70352554321289,19.70352554321289,19.70352554321289,0
2014-12-22,19.62108612060547,19.703527658927342,19.04399535235237,19.291319967317982,6257995
2014-12-23,19.37375831604004,19.621082890287358,19.37375831604004,19.456199840789143,4353079
2014-12-24,19.62108612060547,19.950852273892956,19.456203043961725,19.5386445822836,12338193
2014-12-25,19.53864288330078,19.785967476760284,19.456201352147612,19.53864288330078,6366035
2014-12-28,19.53864288330078,19.53864288330078,19.53864288330078,19.53864288330078,0
2014-12-29,19.20887565612793,19.37375870897023,19.12643412970678,19.20887565612793,4051389
2014-12-30,18.549346923828125,18.96155463324653,18.466905381944443,18.96155463324653,5427123
2014-12-31,18.13713836669922,18.796670670942827,17.23028144836426,18.549346056851473,6439117
2015-01-01,18.46689796447754,18.46689796447754,18.054690420627594,18.30201494693756,2695761
2015-01-04,18.46689796447754,18.46689796447754,18.46689796447754,18.46689796447754,0
2015-01-05,17.807369232177734,18.21957685329296,17.72492770795469,18.137135329069917,1351181
2015-01-06,17.642486572265625,17.724928098304247,16.98295436395663,17.147837416033877,3787603
2015-01-07,18.0546932220459,18.137134743607753,17.560044092674776,17.64248561423663,3510971
2015-01-08,18.302017211914062,18.466900249859233,18.219575692941476,18.302017211914062,4522485
2015-01-11,18.302017211914062,18.302017211914062,18.302017211914062,18.302017211914062,0
