Price,Close,High,Low,Open,Volume
Ticker,035420.KQ,035420.KQ,035420.KQ,035420.KQ,035420.KQ
Date,,,,,
2004-01-01,5446.822265625,5446.822265625,5446.822265625,5446.822265625,0
2004-01-02,5434.9990234375,5509.8833404679235,5399.52782711755,5505.941887092382,3353127
2004-01-05,5446.822265625,5466.528588132207,5360.114540796271,5458.64615333231,2851381
2004-01-06,5458.64697265625,5655.709756291838,5454.705519157239,5533.5308210174735,4750671
2004-01-07,5399.52734375,5572.942798479959,5399.52734375,5501.999941175906,3414315
2004-01-08,5285.23046875,5490.176119512281,5190.640313325842,5442.880570785296,5435982
2004-01-09,5703.0048828125,5770.006290122335,5293.113532551776,5328.584727299641,11760420
2004-01-12,5967.068359375,6018.304889905246,5706.945196014756,5734.533952141841,7986316
2004-01-13,5931.59716796875,6069.54141960009,5868.536750245603,6038.011210738517,4368855
2004-01-14,5833.06591796875,6010.422823817844,5734.534303608142,5911.891209457236,4816754
2004-01-15,5458.64697265625,5781.830145065213,5427.116757709156,5758.182837116142,6598562
2004-01-16,5533.53076171875,5580.825848125065,5446.823024804674,5509.883454023089,2538097
2004-01-19,5431.0576171875,5671.474478956678,5431.0576171875,5592.649185717941,2545439
2004-01-20,5395.5869140625,5427.117131179363,5245.819207033702,5261.584080084618,2494041
2004-01-21,5395.5869140625,5395.5869140625,5395.5869140625,5395.5869140625,0
2004-01-22,5395.5869140625,5395.5869140625,5395.5869140625,5395.5869140625,0
2004-01-23,5395.5869140625,5395.5869140625,5395.5869140625,5395.5869140625,0
2004-01-26,5545.35302734375,5620.236852975827,5438.938996334799,5466.527749408993,4334589
2004-01-27,5159.1103515625,5320.701914068003,5084.2265141837215,5320.701914068003,13353767
2004-01-28,5202.462890625,5253.699412807698,4958.105107016384,5131.52052100339,8206595
2004-01-29,5241.876953125,5324.6437015460815,5088.167815788659,5088.167815788659,3583195
2004-01-30,5419.2333984375,5498.058686868068,5261.582821576362,5261.582821576362,5852063
2004-02-02,5442.88134765625,5576.884636484364,5411.351605357845,5478.353014264415,4219555
2004-02-03,5312.8193359375,5458.64602485562,5281.289126465089,5458.64602485562,2829354
2004-02-04,5293.11376953125,5332.526419244527,5202.464580987717,5273.407444674612,1913974
2004-02-05,5927.65625,5927.65625,5293.113388873756,5293.113388873756,19149538
2004-02-06,5911.8916015625,6404.549235026042,5218.229744080707,6227.192317413778,33849451
2004-02-09,5734.53515625,5990.717391678148,5643.886434372045,5951.304740073817,8637361
2004-02-10,5714.82763671875,5856.713341262861,5695.121315032896,5738.475411147738,5399269
2004-02-11,5643.8857421875,5821.242181640409,5624.179418802182,5722.710564713821,5024795
2004-02-12,5876.42041015625,5943.421818204637,5683.29862148473,5683.29862148473,8196805
2004-02-13,6097.12939453125,6120.776694886449,5947.361274888934,5990.715365395736,6694016
2004-02-16,6049.83544921875,6144.425610280888,6030.129126412893,6049.83544921875,4361512
2004-02-17,5919.7734375,6069.541580296537,5896.126133488917,6049.835258113175,3808369
2004-02-18,6038.0107421875,6124.718456567108,5911.8903875430815,5911.8903875430815,5697868
2004-02-19,6038.0107421875,6112.894570284691,5955.24400922545,6041.951723605059,2655578
2004-02-20,6148.3681640625,6168.074491906276,6077.425760636949,6128.661836218724,3257673
2004-02-23,6057.7177734375,6290.252189891228,6049.83533866219,6227.191769658899,3485294
2004-02-24,5911.8916015625,6128.660696518077,5911.8916015625,6057.718306285145,6018496
2004-02-25,5758.1826171875,5990.717060387747,5754.2411638390295,5856.714240749466,5597519
2004-02-26,5675.41455078125,6116.836027919586,5675.41455078125,5990.7156731679,2831801
2004-02-27,5777.88916015625,5833.066683029258,5675.416079374953,5683.298986369667,1516249
2004-03-01,5777.88916015625,5777.88916015625,5777.88916015625,5777.88916015625,0
2004-03-02,5643.8857421875,5864.596281494087,5643.8857421875,5777.888552801679,1535830
2004-03-03,5714.82763671875,5927.6557225200095,5604.472612089894,5604.472612089894,2874633
2004-03-04,5872.47900390625,5896.126781531376,5754.241057810561,5833.066355207687,1904184
2004-03-05,6006.482421875,6022.247294525322,5943.422460258696,5951.304896583857,1615375
2004-03-08,5990.716796875,6132.602045954158,5974.951455189565,6006.481667545476,1335132
2004-03-09,5990.716796875,6045.894315236624,5911.891501492704,5911.891501492704,1084259
2004-03-10,5990.716796875,6030.129444566148,5982.8343615397625,5990.716796875,1081811
2004-03-11,6384.84326171875,6416.373476341076,5990.7172274921595,5990.7172274921595,4224450
2004-03-12,6495.19873046875,6668.6142031163145,6108.954663919187,6329.665693666077,7502928
2004-03-15,6503.08154296875,6700.144334564762,6424.256237924338,6684.379461961887,2910122
2004-03-16,6542.49267578125,6566.139979192698,6408.48940572342,6463.667389046611,2545439
2004-03-17,6826.26318359375,6889.323601764198,6542.4927148714605,6558.257583906618,3786341
2004-03-18,7559.337890625,7638.163180850869,6897.206300554569,6936.618945667503,11496086
2004-03-19,7448.98291015625,7630.280796260249,7307.097198409702,7630.280796260249,3809593
2004-03-22,6715.908203125,7385.9222068130275,6715.908203125,7330.744693806934,4337037
2004-03-23,6621.318359375,6700.1436564414835,6510.963320293899,6629.201265893624,3052080
2004-03-24,6700.14404296875,6881.442425086642,6621.318741354883,6629.201648328266,3711691
2004-03-25,6479.43212890625,6700.142644757366,6463.667260279348,6589.787622339257,2338622
2004-03-26,6510.962890625,6692.26077930479,6479.4326796761425,6581.905747506195,5012558
2004-03-29,6771.0859375,6786.850807155742,6510.962762090681,6510.962762090681,4108192
2004-03-30,6605.55322265625,6865.676409903086,6534.610363947131,6857.793974716506,2870962
2004-03-31,6644.9658203125,6684.378466967991,6534.610315474136,6660.730690568717,2901556
2004-04-01,6715.908203125,6794.733019841599,6621.317575238238,6668.613124689075,2779179
2004-04-02,6968.14990234375,7125.800028667017,6881.442168010711,6897.207039338544,5115354
2004-04-05,6968.14990234375,6968.14990234375,6968.14990234375,6968.14990234375,0
2004-04-06,7141.56396484375,7188.859040529879,6960.265625196219,7117.916191493242,5621994
2004-04-07,7267.6845703125,7299.2143078299805,7117.916433044862,7165.211510335984,4513260
2004-04-08,7180.97705078125,7512.043093800907,7173.0946156645805,7480.512882319285,4203646
2004-04-09,7307.0966796875,7417.452173099149,7188.859222978823,7251.919168489124,4421477
2004-04-12,7370.1572265625,7456.864947557003,7354.392357659829,7409.569869834084,2781627
2004-04-13,7448.98291015625,7567.220846273396,7409.570264783868,7409.570264783868,3940536
2004-04-14,7212.50732421875,7393.805217519276,7094.269383408209,7370.157911966138,3998053
2004-04-15,7212.50732421875,7212.50732421875,7212.50732421875,7212.50732421875,0
2004-04-16,7314.98046875,7346.5102098068655,7023.327066869313,7094.269455262215,2556453
2004-04-19,7448.98291015625,7480.512649642211,7322.862539167613,7322.862539167613,2818340
2004-04-20,7661.81103515625,7882.521567450597,7464.747807564012,7496.278018181756,5287906
2004-04-21,7992.8759765625,7992.8759765625,7685.457742235465,7732.75281897694,5706435
2004-04-22,8639.2431640625,8923.013625814216,8158.409489137454,8197.82213177212,9752215
2004-04-23,8647.1259765625,9277.728320645452,8591.94845986122,8867.836985397511,7870058
2004-04-26,8394.88671875,8836.308814841974,8308.179446252328,8662.893327816575,3650503
2004-04-27,8781.1298828125,8820.542534239316,8134.763529848729,8316.060972788076,4548749
2004-04-28,8591.94921875,8946.663068626962,8442.181525613938,8670.774518722657,3271134
2004-04-29,8245.1181640625,8434.298504623828,7929.816968440315,8276.648848842695,3328651
2004-04-30,8245.1181640625,8308.178591592929,7803.697055409416,7803.697055409416,4158367
2004-05-03,8316.060546875,8418.533623742489,8142.64507788461,8197.823540680152,2298238
2004-05-04,8434.2978515625,8655.008859814534,8394.885205161418,8442.18075765467,2595614
2004-05-05,8434.2978515625,8434.2978515625,8434.2978515625,8434.2978515625,0
2004-05-06,8008.6416015625,8568.300612047704,8008.6416015625,8434.29780345434,3239316
2004-05-07,8158.4111328125,8158.4111328125,7685.4593259109115,8000.7605305119705,3113268
2004-05-10,7646.0458984375,8118.997657283477,7496.278218281564,7882.521777860488,3272358
2004-05-11,7173.09521484375,7693.341628180189,7133.682564953264,7535.691499633228,3835292
2004-05-12,8032.28759765625,8032.28759765625,7322.861065727635,7330.743499013093,5876538
2004-05-13,7937.69970703125,8111.115172544714,7701.224286337875,7882.522187371957,3289491
2004-05-14,7322.8623046875,8000.759218168105,7141.56442438871,7961.346574057727,6155558
2004-05-17,6447.90283203125,7251.920194931994,6447.90283203125,7110.034944190085,6253459
2004-05-18,6786.8505859375,6983.913805285621,6124.719016754659,6227.191608206734,8036491
2004-05-19,7251.92041015625,7464.7485280929595,6865.676823605553,6865.676823605553,5026019
2004-05-20,7275.5673828125,7701.223571569403,6976.031563724862,7023.326643473971,5717448
