Price,Close,High,Low,Open,Volume
Ticker,SOL.JO,SOL.JO,SOL.JO,SOL.JO,SOL.JO
Date,,,,,
2004-01-01,9435.9208984375,9435.9208984375,9435.9208984375,9435.9208984375,0
2004-01-02,9604.7724609375,9634.570100423345,9435.919170517709,9604.7724609375,109757
2004-01-05,9485.5791015625,9634.567254990183,9416.051296629581,9512.396969179483,433248
2004-01-06,9450.818359375,9485.582273466238,9346.526617101288,9465.717179699815,850514
2004-01-07,9743.826171875,9783.556349945846,9381.28829697853,9450.81610860251,841467
2004-01-08,9565.041015625,9733.894283813604,9565.041015625,9733.894283813604,1004540
2004-01-09,9634.568359375,9733.893806378865,9510.411550620167,9575.966345642719,782580
2004-01-12,9832.2255859375,9933.537537626116,9536.235766298205,9832.2255859375,0
2004-01-13,10280.1884765625,10533.468482506792,9932.54925271739,9932.54925271739,0
2004-01-14,10478.8359375,10578.161396623223,10285.151292209715,10285.151292209715,0
2004-01-15,10678.478515625,10697.350350040113,10319.913661737863,10478.834372601968,0
2004-01-16,10925.80078125,11074.788973721592,10678.48038174716,10925.80078125,0
2004-01-19,10925.80078125,11030.092515980114,10801.643954190342,10915.868235085227,0
2004-01-20,10876.1376953125,11005.260791238585,10786.744782748288,10925.80042451484,0
2004-01-21,10280.1884765625,10776.81593919837,10181.856238960598,10775.822684273096,0
2004-01-22,10429.17578125,10429.17578125,10280.187555803572,10280.187555803572,0
2004-01-23,10449.0390625,10533.465708917538,10290.118316302282,10533.465708917538,0
2004-01-26,10364.6123046875,10468.904043258864,10330.841646483439,10449.038950197652,0
2004-01-27,10379.51171875,10429.174454246411,10231.516766970693,10339.78153035287,0
2004-01-28,10132.1943359375,10369.582282833791,10132.1943359375,10132.1943359375,0
2004-01-29,10389.4443359375,10473.87098685095,10081.535373782564,10131.198109614006,0
2004-01-30,10414.2744140625,10588.093967945279,10305.016408764754,10349.712865477468,0
2004-02-02,10528.5,10528.5,10379.511792452831,10528.5,0
2004-02-03,10429.17578125,10925.803199404761,10350.708649181548,10677.489490327382,0
2004-02-04,10180.861328125,10498.702852515244,10180.861328125,10419.242471417683,0
2004-02-05,10081.5361328125,10131.198872383005,9982.210653671491,10131.198872383005,0
2004-02-06,10080.544921875,10180.86367614728,10031.875427228051,10180.86367614728,0
