Price,Close,High,Low,Open,Volume
Ticker,^KS11,^KS11,^KS11,^KS11,^KS11
Date,,,,,
2004-01-02,821.260009765625,821.8699951171875,813.6300048828125,816.260009765625,307500
2004-01-05,824.0999755859375,825.4299926757812,816.5499877929688,817.280029296875,408300
2004-01-06,823.4299926757812,831.260009765625,819.530029296875,831.260009765625,484100
2004-01-07,827.0700073242188,831.0700073242188,825.22998046875,826.0800170898438,404600
2004-01-08,824.1500244140625,839.280029296875,824.1500244140625,831.0999755859375,428800
2004-01-09,845.27001953125,849.5,835.0499877929688,835.4199829101562,543300
2004-01-12,850.7899780273438,853.5,840.1099853515625,843.9600219726562,443900
2004-01-13,848.4299926757812,855.4500122070312,844.8200073242188,855.4199829101562,400200
2004-01-14,849.6199951171875,855.2899780273438,844.5499877929688,847.27001953125,453000
2004-01-15,845.6599731445312,852.1900024414062,841.8400268554688,849.02001953125,388400
2004-01-16,847.9500122070312,854.4600219726562,845.4000244140625,853.6699829101562,425000
2004-01-19,856.7999877929688,859.3400268554688,851.3400268554688,854.9600219726562,404300
2004-01-20,861.3699951171875,864.260009765625,853.0499877929688,854.030029296875,364500
2004-01-26,869.0399780273438,871.9400024414062,861.8200073242188,867.6500244140625,494000
2004-01-27,863.030029296875,873.6099853515625,860.8800048828125,873.6099853515625,437700
2004-01-28,859.5900268554688,869.2100219726562,859.0800170898438,860.3699951171875,432900
2004-01-29,853.469970703125,854.8200073242188,847.97998046875,851.7000122070312,365300
2004-01-30,848.5,859.1300048828125,846.0499877929688,854.2100219726562,447400
2004-02-02,854.8900146484375,855.4299926757812,847.739990234375,850.280029296875,425200
2004-02-03,839.8699951171875,853.1300048828125,837.6300048828125,853.1300048828125,462000
2004-02-04,835.5,842.5999755859375,834.7000122070312,838.52001953125,378600
2004-02-05,840.9199829101562,842.4400024414062,834.72998046875,835.77001953125,635900
2004-02-06,850.22998046875,853.5800170898438,839.4299926757812,842.1599731445312,541500
2004-02-09,864.77001953125,866.8699951171875,859.5800170898438,860.9000244140625,475200
