Price,Close,High,Low,Open,Volume
Ticker,SU.PA,SU.PA,SU.PA,SU.PA,SU.PA
Date,,,,,
2004-01-01,13.721532821655273,13.721532821655273,13.721532821655273,13.721532821655273,0
2004-01-02,13.840508460998535,13.880166245067802,13.747973971732677,13.800850676929267,686852
2004-01-05,13.787629127502441,13.880163599128696,13.734752432385594,13.827286904011851,1312588
2004-01-06,13.602560997009277,13.814068810801453,13.496807600456771,13.814068810801453,1692333
2004-01-07,13.576120376586914,13.721531522224936,13.483585918391178,13.721531522224936,1876870
2004-01-08,13.483590126037598,13.668659100181108,13.377836718151954,13.668659100181108,2727884
2004-01-09,13.351399421691895,13.549687339904542,13.219207135987665,13.483591707396121,4314743
2004-01-12,13.27208137512207,13.351396935915032,13.142533714559912,13.285301315712363,2479060
2004-01-13,13.40427303314209,13.615780845511626,13.311738556609258,13.324958496604772,2893202
2004-01-14,13.853727340698242,13.94626182286982,13.404273849954238,13.404273849954238,4013651
2004-01-15,13.906606674194336,13.97270230796205,13.800852231203622,13.840510019739215,2197812
2004-01-16,14.078453063964844,14.356056510451609,13.933042901352401,13.933042901352401,3874115
2004-01-19,14.42215347290039,14.461811254806582,14.18420780215048,14.197426722556797,2031961
2004-01-20,14.408935546875,14.792293478455393,14.170989842848735,14.633662328646299,5431957
2004-01-21,14.448587417602539,14.475026271973087,14.276738436598352,14.276738436598352,2114214
2004-01-22,14.223867416381836,14.52790874901732,14.18420962936691,14.369277600957616,2212962
2004-01-23,14.316397666931152,14.382494303962932,14.210644272504869,14.223864212323507,1381342
2004-01-26,14.223867416381836,14.40893538797254,14.144551842351984,14.342839756739243,1212370
2004-01-27,14.26352310180664,14.382495424634648,14.237084240796408,14.27674202196815,1513200
2004-01-28,14.012359619140625,14.197428612210395,13.959482909790314,14.144551902860083,3907559
2004-01-29,14.012359619140625,14.038797463472092,13.81407170390512,13.81407170390512,1774721
2004-01-30,13.77441120147705,14.078452475479862,13.77441120147705,14.078452475479862,2440866
2004-02-02,13.91982364654541,13.999139212503925,13.814070239058898,13.814070239058898,1483058
2004-02-03,13.827286720275879,14.03879349793278,13.82728672027588,13.9462600482232,1391191
2004-02-04,13.695096969604492,13.827288209534077,13.629000328952507,13.827288209534077,1739093
2004-02-05,13.642216682434082,13.800846752920409,13.642216682434082,13.642216682434082,1595623
2004-02-06,13.866945266723633,13.90660304490951,13.615780699129267,13.642218537461758,1753438
2004-02-09,13.906606674194336,14.025579019113703,13.880167808274805,13.933045540113866,1536159
2004-02-10,13.91982364654541,13.972700350288665,13.840508080586893,13.880165863566152,934583
2004-02-11,13.906606674194336,13.985922251265519,13.814072174507093,13.985922251265519,1431701
2004-02-12,13.77441120147705,14.091672415727023,13.76119228191706,13.972699077625593,1940736
2004-02-13,13.814068794250488,14.065233365933558,13.814068794250488,13.84050663301336,1665010
2004-02-16,14.012359619140625,14.065236328490933,13.827290626070853,13.933045065458845,1682654
2004-02-17,14.091670989990234,14.210643295367369,14.012355439280768,14.012355439280768,2019009
2004-02-18,14.210644721984863,14.263522441557656,14.025575765541603,14.065233544877612,1475765
2004-02-19,14.369274139404297,14.395712997940926,14.210644050245898,14.237082908782526,2660429
2004-02-20,14.42215347290039,14.620441361744112,14.42215347290039,14.52790687752541,4295629
2004-02-23,14.356054306030273,14.59399993495482,14.289958694929535,14.461808712753339,1641217
2004-02-24,14.237081527709961,14.435369375094767,14.197423754095597,14.435369375094767,2553584
2004-02-25,14.329617500305176,14.408932035192148,14.223864106664461,14.223864106664461,1425839
2004-02-26,14.17098617553711,14.382493980317308,13.985918249799221,14.342836203128076,1867019
2004-02-27,14.144549369812012,14.395713949418525,14.038794949362837,14.250302769573997,2062559
2004-03-01,14.197428703308105,14.2503054129977,14.078455340990988,14.078455340990988,1593797
2004-03-02,14.210644721984863,14.303179200206495,14.170986942648856,14.250302501320874,1413545
2004-03-03,14.276742935180664,14.329619639896174,14.144550663048248,14.210646288770816,3130360
2004-03-04,14.197428703308105,14.369277754627438,14.157770915869067,14.329620987875778,2360461
2004-03-05,14.237081527709961,14.342834910223589,14.144547062838782,14.329615992581141,2743896
2004-03-08,14.18420696258545,14.276741441327024,14.104891403467766,14.276741441327024,1931518
