,GDP/breakdown at current prices in US Dollars (all countries),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
741,170,Colombia,Construction (ISIC F),320215282.0313553,355551413.22742534,432153953.46036524,501118916.5806399,589212910.9164155,534705077.55234015,646871172.1285487,899386323.8777213,1117922236.2962017,1388092921.1798358,1873830023.520289,2211164706.6481094,2377709332.4421687,2546460857.204451,2577613780.8812957,2838681642.6739364,2718024479.2113743,2410091639.610065,3063867141.379583,2760333015.693994,2354163236.0968423,2471108219.5749836,3174359168.805446,4829243906.739604,6332965880.844242,7203395059.545731,6637733474.318762,7043909467.953592,5914368191.037831,3762233734.3992996,3179164120.346028,3321225296.3294,3676467102.1641192,3625683388.2544527,4891444807.394327,6210332747.172886,7451471295.991993,9919574212.147123,12868310741.614773,13449676685.265041,15679852132.506758,18648100215.546364,22460922111.183887,25854850058.457005,27768657816.55635,21169446387.96303,21053889118.911514,21844582727.202858,22028593073.370396,19891686533.255653,12829802630.049984,13416592979.490953,13597358986.402748,14284707076.240969
742,170,Colombia,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",1244238648.3892808,1354452784.0635474,1481639203.9939003,1775354996.1818542,2279104793.361895,2400665646.398836,2645792766.046981,3377215634.489788,4247150960.404144,5108073373.128603,5996128622.032648,6664321157.037328,7183004637.478386,7087142094.968773,7163605511.622486,6621078265.698509,6400121026.607707,6899740515.708545,7598589981.431063,7600678729.248926,7689587963.301876,8099810610.055767,10237569912.444782,11711124516.335876,14242050440.439665,15767034615.899967,16230469193.252125,17150886457.67445,16150973754.78258,13386233056.89115,12537193234.011408,12338635522.558022,11957017728.163118,11180294594.216375,13783644522.631104,16893052885.840864,18733613611.00462,24226458041.38867,27448460985.554447,26005767214.93578,31905781866.484818,36478025991.82901,39961364729.74306,41866985571.68808,42331112060.586525,34549067546.71076,35557097525.41113,39877188529.38541,42279606235.7058,41670854206.68297,34512992192.34238,44105029653.292244,47740303201.23628,51419859892.20877
743,170,Colombia,"Transport, storage and communication (ISIC I)",702289592.3733779,758127291.220737,789825993.2926818,870076290.44757,994038213.7238588,1186664979.5489452,1400037428.678484,1761174686.5145352,2043170110.141962,2638425347.98073,3219222383.241092,3367695213.611266,3503445156.0329266,3476840247.3829374,3404749936.1618767,3071910388.878862,2928325788.312111,3172348006.674723,3496189153.2077317,3583361459.54256,3960871629.022817,4328713632.873981,5492171912.523167,6026448244.449434,7520856827.762722,8397032245.310797,8480208816.310663,9455386168.587759,9208912021.140488,7933529723.251042,7519126203.808111,7880458831.647132,7986473500.762749,7745868087.407903,9536731286.384403,12054464812.063639,13555954011.194992,17797095472.85374,19754342889.492466,19082791900.562305,22595606365.99048,24471640768.03055,26339651114.610813,28708942985.02591,29635626316.460155,23584664229.889416,22639681466.84974,24454114882.25631,26081772999.940464,24652137029.181015,19361673275.14803,22390900878.303635,24412889997.773815,25673637381.803555
744,170,Colombia,Other Activities (ISIC J-P),3612232306.0226746,4146635255.71907,4405027960.381091,4990034897.037396,5907672191.775908,6533302971.562526,7411870617.20709,9048183818.876467,11509323470.955366,14496982494.911682,16931367603.849556,19413019175.51806,21103279274.010128,20974518073.360176,19328654088.59573,16462064267.937702,15336666704.732924,15853000352.143366,17043243627.138132,17143468729.280285,17499651935.449768,18519765306.0683,22387032069.271,26157765155.347504,33464742007.709248,39393109604.07604,44956968428.79641,50980485415.666374,46612268879.817894,39776946301.48597,35739057847.66923,34741649418.80136,34239055278.170883,32055001242.90817,38912323044.25323,48469029833.86689,52669076628.42705,67185130312.3242,78927301524.70247,79235786086.22716,98486174942.30508,111357220804.28548,126411304338.95938,133275545175.09009,136320682822.74043,106854606098.58905,102667044158.34357,115330004923.32129,124312855323.83092,121476201846.44669,108663695350.85281,118861906486.24445,117337926899.8731,129598897815.62685
745,170,Colombia,Total Value Added,9735997885.799467,10760217222.842827,11867872983.384129,13992645840.458157,16805700075.28296,18015171900.28292,20940735855.079983,26384737321.33515,31757064273.052822,38442963701.93117,45669677674.5867,50142156186.88116,53892120476.54841,53736604553.149666,52156251024.068245,46796444740.990906,46161197252.37125,47703275485.80549,51875567393.569,52228816106.549576,53315944535.3542,56117181295.00082,66012910525.87174,74821981419.69823,92000633242.16614,104749768723.73274,111250681500.68613,121256812143.9449,112078529841.4438,96577390909.3675,91625425752.91928,89996911493.39853,89480150413.17184,86207716928.63553,106209142884.24783,132563354513.13602,146602132994.11844,186572795973.1983,220266520790.5299,212515458932.34717,260986652167.78854,304262948566.48065,337238078729.55896,349583042386.00885,347184180740.14105,266448276637.63617,257824305990.82562,283215214957.4283,303364616046.62885,292474862526.2575,246205006350.50522,288328952906.1604,310433205878.5693,327690879817.2889
746,174,Comoros,Final consumption expenditure,40638190.27009865,44943948.581556,52964760.36974791,70668995.09116727,79864852.88956617,124058452.93088168,122136716.67165445,135272730.95882154,175734223.22790605,233241137.93113863,281684113.8517117,261550818.8964865,236907333.4893877,239353695.19955197,226181146.56738898,237848811.0998154,341581326.4811401,414490410.1135156,438114160.76893264,433970726.29764575,532346442.45129997,539807866.7650322,572913777.4491124,540634945.1951143,412211797.9528542,509051808.6108782,497756988.51302856,481817669.31767607,469938214.4402909,490430977.89856493,447141571.8731618,459802508.5082152,494263403.08907723,652583908.8597684,813711579.5889875,756228877.9949619,794080497.263578,782290616.4208343,920484219.4210145,916950947.2110014,927023052.5995871,1064693254.8890158,1084586218.4308562,1169694161.1132748,1203387268.4611554,1003651769.2248384,1045513774.396924,1108990237.5607185,1216258842.6881466,1242657204.1621203,1353788458.9161384,1388503133.6446772,1427838762.0141656,1626216188.9134634
747,174,Comoros,Household consumption expenditure (including Non-profit institutions serving households),29187558.725211743,32280036.505166564,38040875.85628531,50756639.97970202,57360988.616053455,89102926.21301891,87722611.17790233,97154325.66595376,126222257.84428583,167521119.85879135,202289876.0647698,187896300.32036328,170135931.01063737,173283261.2013672,162739681.62807128,172179972.9341849,248014252.4864012,302791525.92922586,320797242.08677185,319622020.9235691,401687091.7810203,410486847.17574525,458710571.69010395,431121518.7862449,321235569.4625654,401407042.206186,406511264.60422736,403949199.3847071,399446440.42083055,422420326.0794139,397507917.36441195,385521305.6344564,414169807.1854525,563257142.0913135,712821560.4296726,685963515.4622144,716634066.4761947,696961623.1703292,820364647.2571125,813047020.6237468,842357974.426567,968164311.9573122,997082342.4735184,1077911255.6588612,1102052095.0998447,901330834.8797389,938002137.0101837,992370565.0122387,1094648561.4833817,1122021367.4893837,1224414661.5989437,1256953114.304729,1305514435.7306144,1491822391.6953049
748,174,Comoros,General government final consumption expenditure,11450631.54488691,12663912.076389434,14923884.513462594,19912355.10697868,22503864.277667224,34955526.72252888,34414105.49375212,38118405.29286777,49511965.383620225,65720018.072347276,79394237.78694193,73654518.57612321,66771402.47875031,66070434.000809014,63441464.93931771,65668838.16340459,93567073.99762654,111698884.18428978,117316918.67880335,114348705.37407668,130659350.6739526,129321019.58928692,114203205.75900844,109513426.40886934,90976228.49028881,107644766.40469225,91245723.9061947,77868469.93296896,70491774.0194604,68010651.81915104,49633654.50874985,74281202.87375885,80093595.90362471,89326766.76845492,100890019.1593149,70265362.5327475,77446430.78738324,85328993.25050503,100119572.16390207,103903926.58725458,84665078.17302006,96528942.93170361,87503875.95733783,91782905.45441367,101335173.3613108,102320934.34509945,107511637.38674024,116619672.54847991,121610281.20476478,120635836.6727366,129373797.31719485,131550019.33994813,122324326.28355137,134393797.21815845
749,174,Comoros,Gross capital formation,9462172.349636566,10473553.627260799,12331805.65926919,16441277.859536337,18658456.689072717,28808129.25817846,28349887.737719566,31998016.570867676,40065537.18893792,54069947.58279387,70355494.58742942,52965418.41228932,57721679.053384066,57964604.664739154,83000792.15268229,64480089.00772489,65826018.63982762,84553502.75798114,77239524.11322352,64286164.26592804,83839813.2715947,68101894.32303748,113833423.67230475,106018020.17974757,80061119.87732315,94017264.03872976,93266924.00306132,70033697.4692339,80576911.06394815,69385867.20594443,42698312.21189885,53729173.2121191,61546248.19966108,74371423.33141114,88551693.01003449,112734105.72626084,138477127.75290295,134368580.50465575,176254094.23909152,162877038.4577417,165024818.53062266,163913475.35954538,164074612.38646367,182571509.76688734,174771413.901759,131747505.89755389,127218954.310197,144737259.5364126,176751509.55704072,152183422.06613132,145003407.60251814,175398423.0523938,153229352.84268737,178926259.30978304
750,174,Comoros,Gross fixed capital formation (including Acquisitions less disposals of valuables),12441608.206858832,13767067.498891793,16209043.644362003,21632898.968389835,24502441.975618053,37861310.131410286,37417820.398303635,41778553.669559516,52785434.97907038,72279599.02650484,89088748.43539125,71958468.91363317,80380022.5573448,75419094.71121643,91083621.17941995,81964192.1286766,85960940.56836255,90436689.90418744,91787795.55920938,72462471.87878397,75300207.39133579,76079133.68435635,127841534.89992926,107755013.41801146,94676561.58796169,94017264.03872976,93266924.00306132,70033697.4692339,80576911.06394815,69385867.20594443,42698312.21189885,53729173.2121191,61546248.19966108,62800283.62321164,75471831.40015514,110349443.0591486,135733515.52365804,127393170.00224759,171177861.52681005,150686067.78118315,162187275.5209436,171134009.23691338,169605833.50213894,181011138.73308143,175168370.0341358,130378565.91193618,126357223.24709803,143550098.04414952,175460055.94798914,150909139.90944487,134653318.08202332,172273091.3551418,162856513.6305334,178926259.30978304
751,174,Comoros,Changes in inventories,-2979435.8608402023,-3293513.871630995,-3877237.985092813,-5191621.113340071,-5843985.286545336,-9053180.87323182,-9067932.660584066,-9780537.098691838,-12719897.790132465,-18209651.44371097,-18733253.847961828,-18993050.501343854,-22658343.507003907,-17454490.04647728,-8082829.024449089,-17484103.120951705,-20134921.928534936,-5883187.14620631,-14548271.442628413,-8176307.612855932,8539605.876585992,-7977239.361318869,-14008111.227624515,-1736993.2347323208,-14615441.708237002,,,,,,,,,11571139.705900237,13079861.609879337,2384662.667112247,2743612.2292449167,6975410.502408168,5076232.712281449,12190970.676558562,2837543.0096790604,-7220533.877367991,-5531221.115675268,1560371.0338059247,-396956.13237679534,1368939.985617707,861731.0630989769,1187161.4922630617,1291453.6090516069,1274282.1566864566,10350089.520494843,3125331.697252007,-9627160.787846033,
752,174,Comoros,Exports of goods and services,5192243.300256256,5734445.27660259,6750030.934896409,9064570.110717751,10147741.589290377,15755714.397890927,15968519.578091992,16698509.671471886,22287579.307602786,33126577.453366984,28632391.301276244,35806440.74839445,44766423.080274224,58926470.08001892,25834900.972850613,51861966.57596952,71189840.28559537,80783828.48511617,100659465.86871448,79784615.94962029,76826943.50194873,102919781.25688303,100063571.6965067,109674017.4778555,77698234.76936115,95496702.36909387,88015971.17610353,80181394.78153576,53655429.53066094,61259594.47013261,70794804.34754245,72501268.78422014,78749880.26379487,54147259.70979316,38642236.81999204,57125694.22064227,60178263.02638687,71414386.43759418,75279514.6807769,84304814.89259195,87519204.05351996,101862719.69161537,90876030.39814351,101000279.39062467,111239530.04850142,97918675.93994991,108098874.48195912,128229514.91769083,153462136.1090506,152645349.34793016,68870582.21982034,140072558.4682238,165288102.39406168,147794055.30737007
753,174,Comoros,Imports of goods and services,19342136.40310096,21395922.872679487,25201119.080293242,33639268.15316291,38043856.65047986,58935620.87210347,58212783.74406675,64575980.419303,82806427.87488094,112262536.31701428,135105424.12283766,118433525.68986143,121423993.45219253,126079632.37006672,125718328.73837413,120699557.67182024,141988308.59017706,175265541.07094997,182518239.19618762,164437047.85090747,191538921.5916678,196509910.49927527,232135382.8432341,207117423.02772266,182889933.82334986,215352044.28952435,198744397.038315,190139092.355391,155361119.4450478,157274632.33029804,137620587.50247237,130142157.61163615,131602695.45542192,140312734.37164223,177515350.1645652,138436874.9187623,155806548.25204062,192400430.17964256,256358720.57924548,258791626.58766094,271587627.9491967,307381975.09296966,323693954.12923425,337042842.90594447,339810651.60565424,267288351.26102042,267996110.67322543,304517255.892584,357675038.3938801,352466444.5394739,343786418.9853734,407884635.70705384,478755426.0317611,505042694.1643329
754,174,Comoros,Gross Domestic Product (GDP),37476996.25608145,41447953.12362451,48838558.02968822,65179719.33489481,73653247.54517403,114349455.09661277,112733559.4197755,124710895.09974301,161725836.49031082,216179659.10301816,258774570.4883052,239427532.1460327,224378828.371365,233660995.1859083,225217490.04228395,239886039.95185244,340451640.99460185,411576590.2018442,434714142.26123196,416394646.23428744,510762203.441331,514318237.39442074,554675615.6919432,549210044.6106732,387081141.1678997,483213730.72917753,480295486.65387845,441914506.3728236,448830272.64914703,463780970.64432615,422993211.3459341,455973580.5248629,513136500.0402833,658805169.6112525,763390159.2544488,787651803.0231026,836929339.7908273,795673153.1834416,915659107.7616374,905341173.973674,907979447.2345331,1023087474.847207,1015842907.0862291,1116223107.3648424,1149587560.8057616,966029599.8013217,1012835492.5158547,1077439756.122238,1188797449.960358,1195019531.0367079,1223876029.7531037,1296089479.4582407,1295080015.029856,1447894600.5903137
755,174,Comoros,"Agriculture, hunting, forestry, fishing (ISIC A-B)",8955996.952782692,9904784.71077246,11671900.941633893,15575401.755636837,17599981.94701803,27335263.558857106,26929233.276814908,29799252.309554625,38705680.92377507,51526305.246713616,61888925.075833395,57576566.713446885,52821216.92719841,57457912.70344754,54845938.43036125,60922404.48470447,89551658.4119556,109900991.43397467,120647646.10271335,119725135.66328941,148765121.13686815,151414167.76229298,162685354.2888903,159453579.18091732,107012812.12838845,146682157.0978108,145794504.56673643,134165758.71303053,136243537.96647164,140782589.17601556,152014118.95231944,163864487.67076755,185309641.5453827,237917177.02670452,275663359.27190304,285365475.43260723,302861611.5421456,230400260.3167631,266813129.17456245,271901172.7291509,276171351.2725244,315008166.1632367,306511061.77323335,343683608.81653893,345008148.7985527,295591805.6588824,317711018.16731155,343691288.8867965,393662905.5070803,425667127.92955714,438532225.0064308,452894220.3500939,447551463.8885258,511437540.65666384
756,174,Comoros,"Mining, Manufacturing, Utilities (ISIC C-E)",3238989.879312549,3582538.939960991,4221109.715617712,5632423.314771644,6368083.536281453,9881567.23321829,9736276.782608949,10799972.257687321,13953882.909468738,18637923.471765,22592090.895154487,20428959.236655388,19300302.782872107,19571590.845627464,8571837.016321097,20865996.030154336,27345495.699722346,32233304.354368187,33564913.78978478,31105451.33773114,39144493.01551417,36492466.273901395,41950797.22694321,42153319.60212614,27418862.344283465,35078326.02807642,34862910.470345534,32082967.43247273,32585526.493934173,33668957.04296874,33247224.65668709,35360848.92082357,39695469.51134002,50392963.00763939,57328074.056460336,57793298.615252696,62189394.59535896,79994364.21212178,88624804.92083837,87108738.14820042,87243838.97675477,99150720.23969777,92877822.58512841,105756980.24212444,110649252.04545838,82648342.09708749,86695094.83898114,88132389.23510362,95082671.84857649,91432020.2461045,89805251.84886968,104453393.52477324,107480076.21746981,118129481.97814365
757,174,Comoros,Manufacturing (ISIC D),2502559.1460171803,2767957.3707746007,3262034.3805066505,4351000.7963062925,4919923.9876654,7641311.613010952,7512456.423758672,8347168.410314122,10819689.255224466,14285919.076098472,17547885.510939714,15995975.42397967,14277205.651548075,14446261.879719226,1421066.05634671,15252036.323170725,21621473.627813336,25535971.676406365,26795639.45169514,24751301.536115237,31038942.01367054,28794540.872133557,33064107.435180392,33105231.265591323,21209784.047447633,26960559.86634864,26788983.68474611,24661048.95263051,25037471.64290063,25863474.146961775,25646229.63750339,27187240.428576957,30581847.050085507,38617807.25339382,43900132.170249805,43834297.63703467,45949762.39565161,62062767.804772995,65991025.259658836,66409603.98318785,64878143.87562494,75413836.1941091,71085853.99843286,83228787.14919837,88480711.79223181,70061762.09752831,72974896.34608933,74745249.00320101,80977501.94748496,77526416.21126354,78633284.42567067,91117843.58272947,95180860.5174403,104454110.01880538
758,174,Comoros,Construction (ISIC F),2776574.7799232043,3071292.4528592234,3616389.371995274,4830763.213155911,5460474.288773837,8449440.602666503,8377744.61123548,9254398.877169883,11830698.395468928,16339734.143686809,19119198.03845913,16757714.247604825,18596020.982889898,19950135.860755194,26816828.091532584,19549590.960789885,26151853.51634915,22563850.68037745,19182228.541112866,13529595.8597746,14983980.929126224,13327681.230723975,20281745.533431444,21382921.345327467,14914088.759435995,18758195.15267431,18644302.18768121,17157240.797160573,17363843.901268233,18002699.596284907,14087998.103253275,15186445.105376113,16627369.273212224,21347652.36967735,24734111.918029197,25801392.568978004,25182531.968334503,18750594.28582643,22496260.989350945,22196071.959715575,19674256.205529522,20521697.527668335,21127229.96380263,24263955.192345057,22828276.02008378,17899961.55823351,13114961.793221766,10317053.355392527,10444451.02785045,10515103.296514492,9293721.029731013,15662720.005843712,15058298.372730173,17290198.394147184
759,174,Comoros,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",7903349.4985391125,8740555.953902448,10299749.170252636,13745227.661258008,15530896.992263975,24120229.948443018,23769473.92012118,26290847.11697142,34147159.79025267,45523719.89799165,54528458.25777585,50788804.470842004,46873732.3396242,47422791.08353101,44967292.83898469,47492874.239911884,67889724.68054761,83800782.23649848,87803292.00439239,82497055.71000557,101597601.30695663,102594055.67627339,114004053.59583065,118801543.42104906,73628460.49832386,90744241.16274339,90195894.69565657,83001217.56580742,84287096.68045238,87095868.70275657,63647832.442378335,68609452.99129312,78421596.35727318,100684427.26048148,116659293.46937503,119187614.87416165,136670171.97773513,157528949.081741,199309398.52478912,177012894.2236303,180681157.45392308,204456789.58746925,207732409.77826053,226087042.67963052,230861914.97778374,195553189.70825598,201460572.81953627,219337844.7600922,241321789.53822878,237517091.9909506,244743166.64254922,255731468.17829826,262857742.01370054,298586603.3943364
760,174,Comoros,"Transport, storage and communication (ISIC I)",1747520.3584154898,1932636.5041096453,2277352.2706442294,3039277.9548857366,3434059.811233654,5332886.588267095,5256332.258908235,5812920.554134543,7548216.748697043,10072755.880048877,12050151.895867202,11219135.37788313,10401919.987859612,10440374.40031523,9920965.810173644,10684598.344352728,14590904.620038414,18607577.41346988,20915553.25552174,21620210.546477977,27833245.33655024,28957491.881514605,33015931.36013026,32103993.976495024,21538597.85793592,34856861.01914631,34647253.77735867,31882037.70954047,32375627.63452348,33457785.36794436,23944202.056250334,25814266.805202328,28260664.357924324,36282424.67443417,42039189.6806627,42772199.73651808,44571575.78747276,51582937.80874283,54926751.2501455,46691417.69121929,55525124.58391198,74398094.94725366,79085517.6418853,89714012.48915187,94157988.9829816,77481552.13489611,77119305.27096745,76212553.05263254,79482008.27008876,75778829.25352211,75436318.6854909,73890053.62695418,66128083.85602359,70875988.03983635
761,174,Comoros,Other Activities (ISIC J-P),11735449.636876062,12978582.40131476,15293723.4664037,20409989.95129193,23061295.753007554,35814853.51671037,35295816.44388406,39037381.673656665,50701411.56141647,67609432.27481087,80949948.15680261,75405276.59803921,69664981.07508282,70315138.15912732,66780804.8486746,70805904.33958392,99955183.95962332,125050269.29131745,132448415.01603803,127985163.61307865,157961137.91691726,160143103.0032614,162078054.10540098,151734800.46342668,105515361.17842011,133109179.21493667,132309680.88036847,121745468.98498741,123637447.7995761,127761588.9118038,123820975.65595491,133474241.0299633,153135968.76795667,196615528.29533437,228047606.01862228,234650300.6829401,241784975.0230199,227302554.05531025,264110588.31949624,267869647.0775076,254153310.98431388,277625283.5405923,272441377.3149099,287409158.43756443,299324994.0140708,262495933.6836932,274869709.6230097,294618120.12247556,311453961.73535097,306769776.19915706,326034784.96255964,337884417.99252564,332320698.4873096,360776431.1429651
762,174,Comoros,Total Value Added,36357881.11308498,40210390.959287845,47380224.93257959,63233083.85548664,71454792.3285785,110934241.4528285,109364877.2852028,120994772.78917445,156887050.33794203,209709870.9150168,251128772.31989267,232176456.64447144,217658174.09248385,225157943.05280375,211903667.03604788,230321368.39949724,325484820.88823646,392156775.4100061,414562048.70956314,396462612.73035735,490285579.6456056,492928965.8315125,534015936.1106268,525630157.99287325,350028182.76438624,459228959.6753879,456454546.5755404,420034691.2029991,426493080.4739659,440769488.8042703,410762351.8668434,442309742.5252465,501450709.81501114,643240172.6365706,744471634.417581,765570281.9104577,813260260.8940669,765559659.7605054,896280933.1791826,872779941.8294241,873449039.4769576,991160752.005918,979775419.0572201,1076914757.857355,1102830574.838931,931670784.8410487,970970662.5130279,1032309249.412493,1131447787.9271758,1147679948.915806,1183845468.1756313,1240516273.678489,1231396362.8357594,1377096243.6060925
763,178,Congo,Final consumption expenditure,313665422.85871255,351699913.3369468,404709347.18899536,528469764.9947021,575719250.9142044,799376092.7748058,819964357.1024429,872329883.3496507,1038160336.9356999,1244770295.6752295,1424731453.2878335,1560218840.6087399,1670469153.2721014,1664610034.529564,1687603362.4390533,1794928009.8293896,2225516757.6163626,2550726966.002024,2128573579.7180214,1690559900.4061356,1570932832.3964005,1835771746.6180983,1619336592.6506224,1612817130.8630524,1049410470.3273531,1474339053.551383,1494805957.8988638,1331261246.5273192,1493324294.2630584,1245700483.199017,1077734743.842781,1462012508.883672,1509208056.29972,1531972973.244042,2096955608.9566815,2899715032.146365,3421773195.6748557,4440723496.802629,5152876202.919221,5085036024.975367,5235481083.312897,6344559616.356783,6628392882.646079,7196004670.502246,8079055574.268358,7314681594.056014,7308239064.770623,6248263761.2000065,6889811557.418011,7446476774.260406,7355669610.619401,7150647643.058312,6285865622.481594,8013500978.930163
764,178,Congo,Household consumption expenditure (including Non-profit institutions serving households),251766043.91881898,282006449.97672385,322146931.042441,421446917.2268788,453747243.93935233,615218896.9869552,637012329.6287478,676649699.4001633,811656644.3659263,964865552.1524715,1087753608.2746065,1259128798.2705345,1343146466.361675,1298382488.950087,1323360080.936588,1395666365.3898852,1707194236.952908,2019579721.0396755,1663343439.5940988,1287908698.3615603,995944126.4451061,1041881556.8256321,778844505.5699334,851993137.4724063,688141545.9478195,1166117846.7506258,1392740935.1890984,826943401.679404,1023657270.1402649,895423980.1879917,697299875.2098328,1046012793.5135347,929434447.4839996,899055413.3205335,1366591660.7860641,2068077203.214699,2392593204.5366287,2965144211.9828153,3748723866.9953337,3790146558.5795603,3845462943.4297395,4335197788.39305,4194352001.354866,4668671302.106229,5080401961.604226,4913986297.584143,4978934860.8352585,4107811357.1692767,4894728221.588177,5595846934.769398,5351131312.633283,5218517872.132586,4627981612.138563,5859291675.613306
765,178,Congo,General government final consumption expenditure,61899378.93989355,69693463.36022294,82562416.14655437,107022847.77230978,121972006.97485209,184157195.78785068,182952027.47788006,195680183.94541705,226503692.56977364,279904743.522758,336977845.01322716,301090042.3382054,327322686.91042656,366227545.57947683,364243281.5024652,399261644.4395045,518322520.66345453,531147244.95902115,465230140.1239226,402651202.0445752,574988705.9512944,793890189.792466,840492087.0844669,760823993.3871145,361268924.3777325,308221206.800757,102065022.70976534,504317844.8479151,469667024.1227936,350276503.0094006,380434868.6329482,415999715.37013733,579773608.8157204,632917559.9235083,730363948.1706173,831637828.9316661,1029179991.138227,1475579284.8198142,1404152335.9238877,1294889466.3958066,1390018139.8831575,2009361827.9637325,2434040881.291213,2527333368.396017,2998653612.6661577,2400695296.471871,2329304203.935365,2140452404.0307295,1995083335.8298342,1850629839.4910078,2004538297.9861183,1932129770.9239237,1657884010.3414278,2154209303.316857
766,178,Congo,Gross capital formation,144473158.30254713,190361676.84239462,214937591.38778597,321730874.8934453,254185563.38949007,355110102.61085397,355151220.0186272,309150209.07281244,448166460.2778245,619381320.3535066,1136488221.1801927,1789170577.9549255,2404394243.133124,1501332242.7953806,1241587378.294411,1218951005.8689992,1014479591.1448214,844232102.9614339,747138369.0091819,681077269.2897885,422127767.7422318,829309477.9488275,949995121.0727104,1082190743.5759199,1296688954.8291101,1153508362.159675,1112195875.9982996,723022570.2548714,829038141.5052074,921020841.9472008,1124439034.89376,916572562.6343311,954595643.0577893,1195767847.370598,1360748752.193618,1724877336.0932963,2283126904.8858895,5362165056.339935,4901259634.365804,5279276461.83065,6204750609.287926,5767740958.084191,7752472551.7724,8452199188.653203,9469397089.875547,9547722567.84749,7790413756.266944,5431370821.199436,4362291127.959308,3619962654.91953,2721699085.76575,2964715908.116095,3678653789.438588,3876533551.7635317
767,178,Congo,Gross fixed capital formation (including Acquisitions less disposals of valuables),145580793.03235942,173337610.52693892,203756258.85940024,289897703.47253513,281983482.8509762,362358236.2627564,345802790.2158271,313496699.9159234,438544600.91308695,667227309.9766703,1199747611.8191307,1884896803.6783993,2628982588.4882054,1696558212.2496407,1354541688.63544,1315713012.11278,1127158561.5824702,1022937556.6501391,1014161307.6094298,1017654612.1092707,650691702.8862215,692499777.1408432,778786248.4990447,997151173.1972411,1147091824.4807985,888777531.3744322,956262126.293493,637482476.0441879,574009148.8500994,761358703.3498045,809139220.1549712,902061797.7182217,801869351.2598143,1071320837.8066392,1193006009.5592499,1560487340.3340485,2066301782.6060846,5188031900.269537,4654867280.573701,5136742042.523369,5098923315.45108,5302277531.712685,6750107168.258789,8451737556.392337,9824443526.578108,9699252801.069695,8506922493.5860195,4339045028.246554,3892299350.671141,3650073461.8545904,2667127647.332864,3000782443.116717,3662621974.6461415,3843561251.3899484
768,178,Congo,Changes in inventories,-1107634.7261943903,17024066.315455712,11181332.524417918,31833171.42091017,-27797919.46148617,-7248133.651902424,9348429.79861518,-4346490.843110987,9621859.36473752,-47845989.623163655,-63259390.63893814,-95726225.72347376,-224588345.35508168,-195225969.4542601,-112954310.34102912,-96762006.24378085,-112678970.43764888,-178705453.68870524,-267022938.59689057,-336577342.81948227,-228563935.14398974,136809700.81152916,171208872.57744372,85039570.37867875,149597130.34831163,264730830.78323936,155933749.7048065,85540094.2106835,255028992.65510792,159662138.5973962,315299814.7387888,14510764.916109439,152726291.7979751,124447009.56395885,167742742.63247192,164389995.7592479,216825122.27980483,174133156.07039914,246392353.79210278,142534419.3072822,1105827293.8368454,465463426.3715064,1002365383.5136105,461632.2608664552,-355046436.70256,-151530233.2222038,-716508737.3190755,1092325792.9511597,469991777.28636634,-30110806.935060877,54571438.43462357,-36066535.00062202,16031814.792446673,32972300.373583313
769,178,Congo,Exports of goods and services,83131657.71620142,106153625.98307674,130874561.83702834,165490972.78171375,320161464.4712878,279304830.44509166,308055897.4895063,331379939.64730185,373941470.75778925,607150943.8630399,1032139309.2671304,1243206615.2019453,1282713389.7574055,1305398779.3676019,1451989174.4295075,1319375387.0926116,791364927.9584867,1030186241.3512366,969484990.9346287,1249760938.9160056,1448956304.504138,1134481606.240598,1193589889.9139168,1149866873.680529,1035380005.0684088,1175144184.8020072,1756533418.9563258,1910895156.929182,1333145725.9617696,1868694519.6218076,2634836780.4017963,2201046099.203409,2296564378.420897,2870968232.4626417,3637069554.356583,4987839333.233315,6253140819.146226,6014868758.441166,8551335528.462619,6269575234.650006,9010344986.561647,11524199124.644295,10276401652.136448,9506330382.233059,9521187262.550974,5080489797.900362,4598648630.270207,5676136551.136922,9190930867.975636,7854704718.757787,4669939816.003444,7751533311.918937,9716817215.26128,8187450796.188836
